,Unnamed: 0,user_no,user_name,mr_sect_no,trade_sort,use_type_code,meter_calibre,user_ms_type
2686,6316541,0006316541,增城市新塘镇新墩村委会,2096032010,混合商业,经营服务用水,,计费
2723,6306218,0006306218,文冲村,2076052010,混合商业,经营服务用水,,计费
2730,4565071,0004565071,广州市白云区金沙街沙凤股份合作经济联合社,3105022010,其他工业,工业用水,,计费
2748,4780045,0004780045,望岗经济发展公司,4047062010,其他工业,工业用水,,计费
2750,4559030,0004559030,广州大新象牙工艺厂,1021062010,商业,经营服务用水,,计费
2772,6288701,0006288701,群星村民委员会,2106012010,农村/城中村总表民用,居民生活,,计费
2791,4821960,0004821960,南方钢厂,4047012010,建筑业,经营服务用水,,计费
2807,4753559,0004753559,蚌湖村,4017012010,行政,行政事业,,计费
2820,5094787,0005094787,广州市白云区石井街潭村经济联合社事业组,4057012010,商业,经营服务用水,,计费
2821,5094790,0005094790,广州市白云区石井街潭村经济联合社事业组,4057012010,其他工业,工业用水,,计费
2822,5094804,0005094804,广州市白云区石井街潭村经济联合社事业组,4057012010,农村/城中村总表民用,居民生活,,计费
2824,5094820,0005094820,广州市白云区石井街潭村经济联合社事业组,4057012010,农村/城中村总表民用,居民生活,,计费
2830,5094992,0005094992,联边村第三经济社,4047062010,其他工业,工业用水,200.0,计费
2833,5095038,0005095038,彭西联队,4047062010,商业,经营服务用水,,计费
2847,4950224,0004950224,棠涌村第八经济社,4067062010,其他工业,工业用水,,计费
2878,4752918,0004752918,夏茅村,4047012010,农村/城中村总表民用,居民生活,,计费
2883,4739861,0004739861,广州市白云山永泰实业公司,4047092010,农村/城中村总表民用,居民生活,,计费
2884,4954327,0004954327,大朗酒店,4047012010,其他工业,工业用水,,计费
2885,4954330,0004954330,大朗六祖庙,4047012010,其他工业,工业用水,,计费
2924,5092693,0005092693,军区生产基地,4047062010,行政,行政事业,,计费
2928,5032583,0005032583,兴龙针织厂,4067092010,其他工业,工业用水,,计费
2950,5087192,0005087192,生源五金塑料品批发市场,4067012010,商业,经营服务用水,,计费
2952,5087219,0005087219,红星水电站,4057012010,其他工业,工业用水,,计费
2982,5087424,0005087424,省警卫局训练基地,4047052010,行政,行政事业,,计费
2989,5087642,0005087642,白云同和镇永太村四联队,4047052010,商业,经营服务用水,,计费
3000,5087743,0005087743,广州民航管理局(机场),4067162010,建筑业,经营服务用水,,计费
3001,5087756,0005087756,广州民航管理局(机场),4067162010,居民家庭,居民生活,,计费
3005,5093755,0005093755,永泰村四联队,4047052010,商业,经营服务用水,,计费
3011,5087785,0005087785,广州民航管理局(机场),4067162010,行政,行政事业,,计费
3012,5087798,0005087798,广州民航管理局(机场),4067162010,其他工业,工业用水,,计费
3052,5094543,0005094543,广州白云区新市望岗经济发展公司,4047062010,其他工业,工业用水,100.0,计费
3077,4953379,0004953379,95007部队,4067182010,部队小区,居民生活,,计费
3079,4953467,0004953467,新科水费管理站,4047022010,其他工业,工业用水,,计费
3084,5090381,0005090381,广东省第三强制隔离戒毒所,4047022010,行政,行政事业,,计费
3091,5090307,0005090307,张村村民委员会,4057012010,行政,行政事业,,计费
3116,5925357,0005925357,广州长建物业管理有限公司,2068052010,商业,经营服务用水,,计费
3133,5085776,0005085776,龙归镇政府(龙归自来水厂),4047022010,行政,行政事业,,计费
3139,5092130,0005092130,白云区龙归镇永兴村,4047052010,商业,经营服务用水,,计费
3140,5092143,0005092143,白云区龙归镇永兴村,4047052010,其他工业,工业用水,,计费
3141,5092156,0005092156,白云区龙归镇永兴村,4047052010,其他工业,工业用水,,计费
3176,5092299,0005092299,大岗村工业楼,4057012010,其他工业,工业用水,,计费
3177,5092303,0005092303,石井镇大岗,4057012010,农村/城中村总表民用,居民生活,,计费
3193,5913855,0005913855,省信托房产开发公司宿舍,2018142010,商业,经营服务用水,,计费
3201,5097597,0005097597,四望嶂矿招待所,4067162010,商业,经营服务用水,,计费
3205,5097715,0005097715,54105部队,4047092010,部队小区,居民生活,,计费
3213,5889482,0005889482,天河区东圃镇前进第七股份合作经济社*,2068012010,商业,经营服务用水,,计费
3228,5104172,0005104172,广东省煤炭地质局,4047022010,单位/集体宿舍,居民生活,,计费
3231,5104202,0005104202,夏茅煤矿宿舍,4047012010,单位/集体宿舍,居民生活,,计费
3241,5098226,0005098226,庆丰村,4057012010,商业,经营服务用水,,计费
3304,5098907,0005098907,长红村,4047022010,其他工业,工业用水,,计费
3326,5105784,0005105784,皇岗村,4057012010,其他工业,工业用水,,计费
3337,5105582,0005105582,广州市石井小坪村民委员会,4067022010,其他工业,工业用水,,计费
3338,5105595,0005105595,广州市石井小坪村民委员会,4067022010,饮旅业,经营服务用水,,计费
3341,5105670,0005105670,张村村委会(铧鑫工艺厂),4057012010,其他工业,工业用水,100.0,计费
3348,5099593,0005099593,唐阁村委会,4047012010,其他工业,工业用水,,计费
3356,5099838,0005099838,青湖村委会,4047022010,商业,经营服务用水,,计费
3357,5099841,0005099841,清湖村民委员会,4047022010,农村/城中村总表民用,居民生活,,计费
3358,5891883,0005891883,东圃公社前进大队,2058032010,其他工业,工业用水,,计费
3359,5891896,0005891896,东圃公社前进大队,2058032010,商业,经营服务用水,,计费
3362,5099203,0005099203,环窖村,4067022010,其他工业,工业用水,,计费
3369,5100558,0005100558,黄金围联合公司,4057012010,其他工业,工业用水,,计费
3374,5100633,0005100633,镇达玩具厂,4047062010,单位/集体宿舍,居民生活,,计费
3396,5106703,0005106703,87400部队,4067212010,部队小区,居民生活,,计费
3412,5106149,0005106149,鸦岗村,4057012010,商业,经营服务用水,,计费
3418,5106211,0005106211,陈田村,4077012010,商业,经营服务用水,,计费
3420,5106240,0005106240,望岗村永湘公司,4047062010,单位/集体宿舍,居民生活,,计费
3441,5107559,0005107559,广州市公安局白云区分局,4047082010,行政,行政事业,,计费
3445,5893397,0005893397,岑村村民委员会,2048012010,商业,经营服务用水,,计费
3446,5893401,0005893401,棠下村第十五经济合作社,2068112010,商业,经营服务用水,,计费
3447,5893414,0005893414,广州千鹤房地产开发有限公司,2068012010,商业,经营服务用水,,计费
3450,5101173,0005101173,省戒毒劳教所,4047062010,单位/集体宿舍,居民生活,,计费
3456,5101506,0005101506,大岗大队,4057012010,农村/城中村总表民用,居民生活,,计费
3471,5893632,0005893632,广州市天河东路东信实业发展有限公司,2068172010,商业,经营服务用水,,计费
3479,5101997,0005101997,市二煤矿宿舍,4047062010,单位/集体宿舍,居民生活,,计费
3480,5102017,0005102017,荣城鞋业有限公司,4057012010,单位/集体宿舍,居民生活,,计费
3489,6048248,0006048248,76319部队,2068142010,部队小区,居民生活,,计费
3496,5102293,0005102293,鹤边六队经济合作社,4047062010,商业,经营服务用水,,计费
3502,5102352,0005102352,鹤边五队,4047062010,商业,经营服务用水,,计费
3511,5096347,0005096347,白云出入境边防检查站,4067132010,居民家庭,居民生活,,计费
3517,5888232,0005888232,广州市白云区京溪街京溪村犀牛角经济合作社,2028022010,行政,行政事业,,计费
3518,5888245,0005888245,广州市白云区京溪街京溪村犀牛角经济合作社,2028022010,商业,经营服务用水,,计费
3519,5888317,0005888317,燕圹农场宿舍区*,2028042010,商业,经营服务用水,,计费
3528,5096578,0005096578,三元里乡政府,4067162010,行政,行政事业,,计费
3532,5102785,0005102785,军区95035部队,4067072010,部队小区,居民生活,,计费
3542,5096738,0005096738,空军广州综合仓库白云油库,4077022010,部队小区,居民生活,,计费
3554,5103166,0005103166,槎头,1033492010,其他工业,工业用水,,计费
3590,6050333,0006050333,青少年航天科技教育中心,2058012010,商业,经营服务用水,,计费
3621,6007140,0006007140,省武警总队医院,2028052010,农村/城中村总表民用,居民生活,,计费
3634,6052078,0006052078,广州市天河区公园管理中心,2068132010,公共绿化,消防环卫绿化,,计费
3684,5108015,0005108015,广州白云米面制品厂,4067162010,单位/集体宿舍,居民生活,,计费
3696,5099854,0005099854,清湖村委会,4047022010,农村/城中村总表民用,居民生活,200.0,计费
3717,6052081,0006052081,广州市天河区公园管理中心,2068132010,商业,经营服务用水,,计费
3752,6205010,0006205010,广东省珠江投资公司,2068122010,商业,经营服务用水,,计费
3759,6227236,0006227236,省边防总队海警支队,2058022010,部队小区,居民生活,,计费
3768,6221746,0006221746,珠村,2058022010,商业,经营服务用水,,计费
3788,6227425,0006227425,华南工学院,2018022010,单位/集体宿舍,居民生活,,计费
3790,6227441,0006227441,华南工学院,2018022010,商业,经营服务用水,,计费
3805,6202936,0006202936,市新塘公司种植场,2048012010,商业,经营服务用水,,计费
3810,6203098,0006203098,广州市土地开发中心,2018062010,建筑业,经营服务用水,,计费
3811,6208211,0006208211,广州市东升石总矿场,2048012010,行政,行政事业,,计费
3814,6208282,0006208282,天河区长板村委会,2038012010,农村/城中村抄表到楼,居民生活,,计费
3823,6218951,0006218951,天河区车陂乡第十二经济社,2068022010,商业,经营服务用水,,计费
3828,6203522,0006203522,广州珠江公园（珠江新城）,2018072010,公共绿化,消防环卫绿化,,计费
3829,6208383,0006208383,中国科学院广州地质所技术研究所,2058042010,行政,行政事业,,计费
3833,6218791,0006218791,广州市第一公共汽车公司二分公司,2028042010,农村/城中村总表民用,居民生活,,计费
3837,6208484,0006208484,广东预备军官培训教学楼,2018032010,饮旅业,经营服务用水,,计费
3838,6208497,0006208497,广东预备军官培训教学楼*,2018032010,单位/集体宿舍,居民生活,,计费
3839,6208556,0006208556,广东省邮电局医院,2068122010,单位/集体宿舍,居民生活,,计费
3842,6208631,0006208631,省体育运动学校,2018152010,商业,经营服务用水,,计费
3844,6218977,0006218977,天河区车陂乡第十二经济社,2068022010,其他工业,工业用水,,计费
3849,6213796,0006213796,天河区国税局,2068142010,行政,行政事业,,计费
3850,6213813,0006213813,广州天河区东圃镇车陂十五社*,2068042010,商业,经营服务用水,,计费
3852,6213855,0006213855,广州市天河区长湴经济发展公司,2038012010,商业,经营服务用水,,计费
3856,6224354,0006224354,车陂经济发展公司西码头,2068022010,商业,经营服务用水,,计费
3861,6224471,0006224471,四机部五所*,2028052010,农村/城中村总表民用,居民生活,,计费
3864,6219071,0006219071,广州化学研究所,2038012010,行政,行政事业,,计费
3867,6386489,0006386489,新机场,4017012010,单位/集体宿舍,居民生活,,计费
3868,6387482,0006387482,麦志华,3114262010,居民（旧）,居民生活,15.0,计费
3869,6350130,0006350130,铁路流花桥通迅处,1062052010,居民家庭,居民生活,,计费
3870,6203535,0006203535,广州珠江公园（珠江新城）,2018072010,商业,经营服务用水,,计费
3876,6203623,0006203623,市新塘要委,2048012010,商业,经营服务用水,,计费
3877,6203649,0006203649,市新塘村委,2048012010,其他工业,工业用水,,计费
3879,6203678,0006203678,市新塘农商联合公司,2048012010,其他工业,工业用水,,计费
3886,6213969,0006213969,广州市天河区长湴经济发展公司,2028012010,商业,经营服务用水,,计费
3891,6208703,0006208703,省体委黄村体育训练基地,2058012010,单位/集体宿舍,居民生活,,计费
3893,6219143,0006219143,广州金泽房地产有限公司*,2018102010,商业,经营服务用水,,计费
3897,6224501,0006224501,广州公路局交通设施厂,2038012010,商业,经营服务用水,,计费
3900,6208921,0006208921,省科技干部学院,2058042010,学校用水,居民生活,,计费
3914,6214119,0006214119,东升电器厂,2038012010,商业,经营服务用水,,计费
3920,6224846,0006224846,广州军区库房地产管理局,2028012010,商业,经营服务用水,,计费
3922,6214180,0006214180,广州华太房地产发展有限公司,2068142010,洗车业,经营服务用水,,计费
3927,6214265,0006214265,广州珠江电信设备制造有限公司,2028052010,农村/城中村总表民用,居民生活,,计费
3951,6209227,0006209227,武警广东省总队司令部,2068112010,商业,经营服务用水,,计费
3959,6219811,0006219811,省生物药厂生活用水,2068122010,居民家庭,居民生活,,计费
3962,6325057,0006325057,广州冶炼厂,2096022010,单位/集体宿舍,居民生活,,计费
3965,6204176,0006204176,东圃镇黄村第四经济社,2068052010,商业,经营服务用水,,计费
3973,6219954,0006219954,空军援外站宿舍,2018132010,行政,行政事业,,计费
3975,6219970,0006219970,空军后勤部驻广州办事处,2018132010,饮旅业,经营服务用水,,计费
3982,6225357,0006225357,华南农科院,2018022010,农村/城中村总表民用,居民生活,,计费
3995,6204538,0006204538,广州市兴和物业管理有限公司,2068162010,商业,经营服务用水,,计费
3996,6204541,0006204541,广州市兴和物业管理有限公司,2068162010,商业,经营服务用水,,计费
3997,6204554,0006204554,广州市兴和物业管理有限公司,2068162010,商业,经营服务用水,,计费
4006,6220091,0006220091,广州市天河区绿化第二管理工区,2068052010,公共绿化,消防环卫绿化,,计费
4019,6321895,0006321895,黄埔红会医院,2096032010,单位/集体宿舍,居民生活,,计费
4023,6209865,0006209865,市粮油出公司一千吨冷库,2068022010,商业,经营服务用水,,计费
4031,6210029,0006210029,省农垦职工疗养院宿舍,2028052010,农村/城中村抄表到楼,居民生活,,计费
4032,6214991,0006214991,广东省电子技术研究所,2018052010,浴足,经营服务用水,,计费
4033,6215008,0006215008,广东省电子技术研究所,2028042010,饮旅业,经营服务用水,,计费
4036,6204860,0006204860,广东省农业科学院,2028052010,行政,行政事业,,计费
4044,6399838,0006399838,谭玉权,04G420000,城市居民（旧）,居民生活,15.0,计费
4045,5773376,0005773376,广州天龙大酒店,2018132010,行政,行政事业,,计费
4068,6225982,0006225982,广州钛白粉厂(广州精威化工有限公司),2068012010,商业,经营服务用水,,计费
4069,6225995,0006225995,广州钛白粉厂(广州精威化工有限公司),2068012010,商业,经营服务用水,,计费
4070,6226002,0006226002,广州钛白粉厂(广州精威化工有限公司),2068012010,商业,经营服务用水,,计费
4081,6200116,0006200116,天河区东圃镇沐陂村委会,2048012010,农村/城中村总表民用,居民生活,,计费
4094,6205339,0006205339,市新塘农工商联合公司园艺场,2048012010,商业,经营服务用水,,计费
4105,6205326,0006205326,市新塘农工商联合公司园艺场,2048012010,其他工业,工业用水,,计费
4137,6205603,0006205603,广州市土地开发中心,2018092010,公共绿化,消防环卫绿化,,计费
4138,6205616,0006205616,广州市土地开发中心,2018092010,公共绿化,消防环卫绿化,,计费
4145,6215907,0006215907,广州市土地开发中心,2018092010,公共绿化,消防环卫绿化,,计费
4163,6200826,0006200826,天河区人民防空办公室,2068172010,水疗馆,特种用水,,计费
4172,6226637,0006226637,人民制革厂,2068012010,建筑业,经营服务用水,,计费
4173,6226640,0006226640,皮业公司,2068012010,建筑业,经营服务用水,,计费
4176,6226767,0006226767,华南植物园研究所,2038012010,单位/集体宿舍,居民生活,,计费
4190,6216261,0006216261,冼村综合楼,2018102010,宾酒发廊,经营服务用水,,计费
4194,6206071,0006206071,广州客车厂,2028022010,其他工业,工业用水,,计费
4196,6206097,0006206097,员村石东村五社,2068162010,商业,经营服务用水,,计费
4207,6211224,0006211224,省边防总队海警支队,2068012010,行政,行政事业,,计费
4231,6211598,0006211598,广东农垦总局,2028052010,行政,行政事业,,计费
4246,6201496,0006201496,慧足轩,2018092010,浴足,经营服务用水,,计费
4247,6201500,0006201500,深圳发展银行、淘江酒楼、国门酒店、玩具城,2018092010,商业,经营服务用水,,计费
4251,6201571,0006201571,广州市天河区东圃黄村经济发展公司,2058012010,商业,经营服务用水,,计费
4252,6201584,0006201584,广州市天河区东圃黄村经济发展公司,2058012010,其他工业,工业用水,,计费
4263,6211859,0006211859,广州市天河区东圃黄村经济发展公司,2058022010,商业,经营服务用水,,计费
4264,6211862,0006211862,广州市天河区东圃黄村经济发展公司,2058022010,商业,经营服务用水,,计费
4270,6323211,0006323211,南岗砖厂,2096032010,农村/城中村总表民用,居民生活,,计费
4273,6323338,0006323338,广州航海学院,2096012010,单位/集体宿舍,居民生活,,计费
4277,6386519,0006386519,新机场,4017012010,行政,行政事业,,计费
4283,6211790,0006211790,广州市天河区东圃黄村经济发展公司,2058022010,其他工业,工业用水,,计费
4287,6211875,0006211875,广州市天河区东圃黄村经济发展公司,2058012010,商业,经营服务用水,,计费
4288,6211888,0006211888,广州市天河区东圃黄村经济发展公司,2058012010,商业,经营服务用水,,计费
4294,6217206,0006217206,半导体材料研究所宿舍,2028052010,农村/城中村总表民用,居民生活,,计费
4313,6217541,0006217541,车陂村第十五社社员住宅,2068032010,商业,经营服务用水,,计费
4318,6217831,0006217831,人民解放军参谋部广州干部离休所,2018112010,（原）特殊,经营服务用水,,计费
4319,6217844,0006217844,人民解放军参谋部广州干部离休所,2018152010,商业,经营服务用水,,计费
4364,6362384,0006362384,广州东坑劳动教养所,1021022010,单位/集体宿舍,居民生活,,计费
4366,6202314,0006202314,市城市建设开发总公司,2018142010,商业,经营服务用水,,计费
4404,6213161,0006213161,龙洞村,2038012010,商业,经营服务用水,,计费
4405,6213174,0006213174,龙洞村,2038012010,行政,行政事业,,计费
4417,6325608,0006325608,广州恒盛房地产发展有限公司,2096032010,建筑业,经营服务用水,,计费
4429,6202910,0006202910,广州市国营新塘农工商联合公司,2048012010,商业,经营服务用水,,计费
4434,6213204,0006213204,龙洞村委(龙华市场),2038012010,农村/城中村总表民用,居民生活,,计费
4446,5754117,0005754117,广州天龙大酒店,2018132010,居民家庭,居民生活,,计费
4479,6201382,0006201382,广州经济技术开发区供水管理中心,2048012010,转供趸售民用,居民生活,,计费
4481,6466305,0006466305,红卫村第十六经济社,3114762010,商业,经营服务用水,,计费
4482,6451833,0006451833,何锡军,04G320000,城市居民（旧）,居民生活,15.0,计费
4521,6195393,0006195393,广州伟腾房地产开发有限公司,2068182010,行政,行政事业,,计费
4523,6195410,0006195410,广州伟腾房地产开发有限公司,2068182010,商业,经营服务用水,,计费
4529,6195654,0006195654,棠东村委会,2058042010,其他工业,工业用水,,计费
4530,6195667,0006195667,棠东村委会,2058042010,商业,经营服务用水,,计费
4550,6386492,0006386492,新机场,4017012010,公共绿化,消防环卫绿化,,计费
4551,6386506,0006386506,新机场,4017012010,商业,经营服务用水,,计费
4554,6562579,0006562579,广州军区第一招待所,1061192010,浴足,经营服务用水,,计费
4559,2297763,0002297763,广州宏城发展股份有限公司,1041412010,混合商业,经营服务用水,,计费
4560,7689882,0007689882,广州市银河经济发展有限公司,1021062010,水疗馆,经营服务用水,,计费
4563,6562670,0006562670,军区后勤部农场,1021052010,居民家庭,居民生活,,计费
4568,2309040,0002309040,同和村委会,1021022010,混合商业,经营服务用水,,计费
4570,7689172,0007689172,赵义或,1033502010,居民（旧）,居民生活,15.0,计费
4580,6197490,0006197490,广州市公安局经济犯罪侦查支队,2018152010,单位/集体宿舍,居民生活,,计费
4584,6197618,0006197618,银燕大厦,2028032010,水疗馆,特种用水,,计费
4590,6125093,0006125093,广州市嘉裕房地产发展有限公司,2018092010,建筑业,经营服务用水,,计费
4605,6198129,0006198129,广州合生骏景房地产有限公司,2068102010,居民家庭,居民生活,300.0,计费
4608,2310451,0002310451,沙东汽车保管站沙太分店沙东酒店,1021062010,其他工业,工业用水,,计费
4609,6603670,0006603670,广州芭蕾舞团,2038012010,农村/城中村总表民用,居民生活,,计费
4616,6196556,0006196556,东圃公社前进大队,2058022010,行政,行政事业,,计费
4617,6196569,0006196569,东圃公社前进大队,2058022010,商业,经营服务用水,,计费
4618,6196572,0006196572,东圃公社前进大队,2058022010,其他工业,工业用水,,计费
4648,6402105,0006402105,吴灿棠,3024012010,居民（旧）,居民生活,15.0,计费
4650,6347273,0006347273,梁锦斌,04G420000,居民（旧）,居民生活,15.0,计费
4653,6362560,0006362560,粤海建设开发公司沙河沙东村委会,1061102010,浴足,经营服务用水,,计费
4654,6516228,0006516228,杨平,2076072010,居民（旧）,居民生活,20.0,计费
4655,6565855,0006565855,陈建英,1061212010,低保户（旧）,居民生活,15.0,考核
4656,6588553,0006588553,德星路荔湾广场,1063162010,浴足,经营服务用水,,计费
4658,6590000,0006590000,中国人民解放军７６１９１部队,1053012010,无优惠福利机构,行政事业,,计费
4659,6393986,0006393986,黄爱群,04G120000,居民（旧）,居民生活,15.0,计费
4660,6460118,0006460118,潘喜珠（低保）,1063132010,低保户（旧）,居民生活,15.0,计费
4661,6460134,0006460134,梁凤莲（低保）,1063162010,居民（旧）,居民生活,20.0,计费
4662,6460147,0006460147,莫金鸿（低保）,1063162010,居民（旧）,居民生活,15.0,计费
4663,6460150,0006460150,黄仁强,1063042010,居民（旧）,居民生活,15.0,计费
4664,6562625,0006562625,中国人民解放军广州疗养院,1021052010,居民家庭,居民生活,,计费
4666,6593618,0006593618,张传标(低保),1063302010,低保户（旧）,居民生活,15.0,计费
4669,6593937,0006593937,广州市白云区松洲街槎龙经济联合社,1033492010,商业,经营服务用水,,计费
4671,6603683,0006603683,广州市文化艺术学校,2038012010,单位/集体宿舍,居民生活,,计费
4673,6600727,0006600727,广州普兰内特物业管理有限公司,1063362010,洗车业,经营服务用水,,计费
4674,6770280,0006770280,凯旋华美达大酒店,1061282010,水疗馆,经营服务用水,,计费
4676,6770189,0006770189,远洋公司,1061192010,水疗馆,特种用水,,计费
4677,6770192,0006770192,粤新大酒店,1061152010,浴足,经营服务用水,,计费
4678,6957953,0006957953,东山宾馆,1061242010,水疗馆,经营服务用水,,计费
4681,7013485,0007013485,广东省体育运动学校,1061102010,商业,经营服务用水,,计费
4691,7013515,0007013515,广东省体育运动学校,1061102010,棋牌（非居民）,经营服务用水,,计费
4694,7272585,0007272585,广东鼎龙投资有限公司,1061172010,商业,经营服务用水,,计费
4696,7272602,0007272602,军区司令部综合楼,1061302010,水疗馆,经营服务用水,,计费
4699,7016181,0007016181,裕华企业综合楼,1061212010,（原）特殊,经营服务用水,,计费
4701,7016266,0007016266,广东亚洲国际大酒店,1061212010,浴足,经营服务用水,,计费
4702,7016312,0007016312,花城汽水厂,1061122010,商业,经营服务用水,,计费
4705,7008942,0007008942,南洲街东风第二经济合作社,3114722010,商业,经营服务用水,,计费
4707,7273328,0007273328,省农机学校,1021032010,单位/集体宿舍,居民生活,,计费
4708,7273331,0007273331,广州鹍鹏实业有限公司,1061272010,洗车业,经营服务用水,,计费
4719,3445479,0003445479,广东贸易中心,1062282010,浴足,经营服务用水,,计费
4723,7342527,0007342527,广州天河富丽大酒店,1061272010,水疗馆,经营服务用水,,计费
4730,7487646,0007487646,广州市荔湾区东沙街沙洛股份合作经济联合社,3065182010,行政,行政事业,,计费
4732,7397136,0007397136,黄埔区横沙村委会,2076042010,商业,经营服务用水,,计费
4733,7446186,0007446186,广州市天河区长湴经济发展公司,2028012010,商业,经营服务用水,,计费
4736,7487880,0007487880,广州市荔湾区东沙街沙洛股份合作经济联合社,3065182010,行政,行政事业,,计费
4739,7487923,0007487923,广州市西塱塱能物业管理有限公司,3065162010,其他工业,工业用水,200.0,计费
4743,6293550,0006293550,南岗乡,2096032010,混合商业,经营服务用水,,计费
4748,7719745,0007719745,广州军区三寓宾馆,1061242010,浴足,经营服务用水,,计费
4752,7689693,0007689693,广州军区第三招待所,1061242010,浴足,经营服务用水,,计费
4754,7789289,0007789289,天河区上元岗村侧,2028022010,部队小区,居民生活,,计费
4773,8159159,0008159159,市羊城兆业集团公司,1062212010,浴足,经营服务用水,,计费
4786,8433679,0008433679,广州市金桂房地产开发有限公司,1062052010,商业,经营服务用水,,计费
4790,8445676,0008445676,广州市安厦房地产开发有限公司,3014022010,公共绿化,消防环卫绿化,100.0,计费
4799,8738602,0008738602,4中,4047062010,商业,经营服务用水,,计费
4800,8738615,0008738615,4中,4047062010,其他工业,工业用水,,计费
4811,8701363,0008701363,广州培英中学,3065052010,学校用水,学校用水,100.0,计费
4823,9033434,0009033434,中山大道珠村村委会,2058022010,行政,行政事业,,计费
4832,8945903,0008945903,广州市林科所有限公司,1021012010,单位/集体宿舍,居民生活,,计费
4833,8965208,0008965208,永泰村第六经济合作社,4047092010,其他工业,工业用水,,计费
4835,8965732,0008965732,白云山农场永泰村第三经济合作社,4047092010,商业,经营服务用水,,计费
4842,9281699,0009281699,梁秀英,04G120000,居民（旧）,居民生活,15.0,计费
4843,9390821,0009390821,东方面制品厂,1061372010,洗车业,特种用水,,计费
4849,14885310,0014885310,广东美术馆（美术家协会）,1041412010,混合商业,经营服务用水,,计费
4850,9536092,0009536092,湖天宾馆,1063232010,商业,经营服务用水,,计费
4859,9536089,0009536089,湖天宾馆,1063232010,行政,行政事业,,计费
4861,9681095,0009681095,广信商业中心,1062072010,浴足,经营服务用水,,计费
4868,9890347,0009890347,芳村区人民政府（广州花卉博览园）（副页）占35%,3075012010,单位/集体宿舍,居民生活,,计费
4869,9890376,0009890376,芳村区人民政府（广州花卉博览园）（副页）占48%,3075012010,其他工业,工业用水,,计费
4875,9890507,0009890507,梁兰好,4067152010,居民家庭,居民生活,20.0,考核
4878,9890350,0009890350,芳村区人民政府（广州花卉博览园）（副页）占7%,3075012010,公共绿化,消防环卫绿化,,计费
4879,9890389,0009890389,芳村区人民政府（广州花卉博览园）（副页）占10%,3075012010,其他商业,经营服务用水,,计费
4880,9986871,0009986871,逸景翠园（施工工地）,04G420000,建筑业,经营服务用水,100.0,计费
4904,10165124,0010165124,新体育馆,4077022010,公共绿化,消防环卫绿化,,计费
4909,10254686,0010254686,广州耀中房地产发展有限公司   ,2018152010,商业,经营服务用水,150.0,计费
4916,10436006,0010436006,张燕珍,4047062010,居民家庭,居民生活,20.0,考核
4917,10250453,0010250453,刘炳牛,4047012010,农村/城中村总表民用,居民生活,20.0,考核
4951,10667011,0010667011,范彩云,1021022010,居民（旧）,居民生活,15.0,计费
4953,10626203,0010626203,陈玉琼,4067022010,居民家庭,居民生活,,考核
4956,10626186,0010626186,关慧明,4067022010,居民家庭,居民生活,,考核
4957,10626216,0010626216,卢绍科,4067022010,居民家庭,居民生活,,考核
4962,10709652,0010709652,游泳池表,4067212010,商业,经营服务用水,100.0,计费
4966,10822656,0010822656,广州市石井小坪村民委员会,4067022010,农村/城中村总表民用,居民生活,,计费
4971,10817546,0010817546,李锦堂、张桂容,4077012010,居民家庭,居民生活,,计费
4981,10907678,0010907678,广州警备区招待所,1061082010,居民家庭,居民生活,,计费
4992,11252216,0011252216,广州市天河区肉类联合加工厂,2038012010,其他工业,工业用水,,计费
4993,11250021,0011250021,广卅市电信局无线分局(付页),1062062010,居民家庭,居民生活,,计费
4995,11244947,0011244947,广州市东悦酒店有限公司,1062072010,浴足,经营服务用水,,计费
4997,11198286,0011198286,白云区石井镇大冈村民委员会,4057012010,其他工业,工业用水,,计费
5009,11237668,0011237668,中国人民解放军广州军区第二招待所,1062132010,浴足,经营服务用水,,计费
5013,11323769,0011323769,黄大珠,4057012010,居民家庭,居民生活,15.0,考核
5014,11323798,0011323798,罗文欽,4047052010,居民家庭,居民生活,20.0,考核
5015,11323831,0011323831,温东英,4047052010,居民家庭,居民生活,20.0,考核
5021,11323873,0011323873,范长娇,4047052010,居民家庭,居民生活,20.0,考核
5022,11323903,0011323903,徐润琼,4047052010,居民家庭,居民生活,20.0,考核
5026,11570598,0011570598,深圳市驻广州办事处,1062022010,行政,行政事业,,计费
5027,11572448,0011572448,梁进爱(低保),35720040,城市居民（旧）,居民生活,15.0,计费
5038,11719393,0011719393,蓝美娣,4057012010,居民家庭,居民生活,,考核
5054,11729004,0011729004,钟应能,4057012010,居民家庭,居民生活,,考核
5090,12058349,0012058349,海景中心管理处,2068182010,行政,行政事业,,计费
5111,12097294,0012097294,中国农业银行广州市分行,1061212010,单位/集体宿舍,居民生活,,计费
5121,12316306,0012316306,省冶金工业学校,1021052010,单位/集体宿舍,居民生活,,计费
5122,12316380,0012316380,省冶金学校,1021062010,居民家庭,居民生活,,计费
5125,12272349,0012272349,广州润田房地产开发有限公司,04G420000,商业,经营服务用水,20.0,计费
5129,12367854,0012367854,省建材工业中等专业学校,1061072010,居民家庭,居民生活,,计费
5136,12368033,0012368033,广州财政学校,1061132010,单位/集体宿舍,居民生活,,计费
5159,12490833,0012490833,广州市荔湾区东漖街西朗股份经济联合社,3065162010,商业,经营服务用水,,计费
